ProgramId,State,ImplementingSectorId,ImplementingSectorName,CategoryId,CategoryName,TypeId,TypeName,Name,EarliestEnactedDate,Sector_4,Sector_11,Sector_3,Sector_22,Sector_21,Sector_36,Sector_23,Sector_1,Sector_17,Sector_5,Sector_2,Sector_34,Sector_15,Sector_24,Sector_14,Sector_10,Sector_35,Sector_37,Sector_9,Sector_6,Sector_20,Sector_8,Sector_25,Sector_16,Tech_15,Tech_29,Tech_6,Tech_13,Tech_12,Tech_10,Tech_9,Tech_8,Tech_3,Tech_14,Tech_30,Tech_11,Tech_1,Tech_4,Tech_7,Tech_2,Tech_5
2190,MS,3,Utility,1,Financial Incentive,88,Rebate Program,Southern Pine Electric Power Association - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2193,SC,3,Utility,1,Financial Incentive,89,Loan Program,Berkeley Electric Cooperative - Energy Efficiency Loan Programs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
2195,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Grays Harbor PUD - Non-Residential Energy Efficiency Rebate Program,,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
2197,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Mason County PUD 3 - Residential Energy Rebates,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2199,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Mason County PUD 3 - Commercial and Industrial Energy Rebates,,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2202,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Benton PUD - Residential Energy Efficiency Rebate Programs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2205,WA,3,Utility,1,Financial Incentive,88,Rebate Program,"Benton PUD - Commercial, Industrial, and Agricultural Energy Efficiency Rebate Programs",,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2207,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Lewis County PUD - Commercial and Industrial Energy Efficiency Rebate Program,,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0
2208,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Seattle City Light - Commercial Energy Efficiency Rebate Programs,,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
2212,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Port Angeles Public Works & Utilities - Residential Energy Efficiency Rebate Program,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2214,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Okanogan County PUD - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2221,MS,3,Utility,1,Financial Incentive,88,Rebate Program,Pearl River Valley Electric Power Association - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
2222,MS,3,Utility,1,Financial Incentive,88,Rebate Program,Coast Electric Power Association - Comfort Advantage Home Program,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2223,MS,3,Utility,1,Financial Incentive,88,Rebate Program,Coast Electric Power Association - Commercial Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2234,TN,3,Utility,1,Financial Incentive,89,Loan Program,Middle Tennessee EMC - Residential Heat Pump Loan Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2237,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Snohomish County PUD No 1 - Residential Energy Efficiency Rebate Program,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0
2239,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Snohomish County PUD No 1 - Commercial and Industrial Energy Efficiency Program,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
2241,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Vera Water & Power - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2249,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Wright-Hennepin Cooperative Electric Association - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0
2250,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Wright-Hennepin Cooperative Electric Association - Non-Residential Energy Efficient Rebate Program,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0
2251,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Minnesota Valley Electric Cooperative - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
2252,MN,3,Utility,1,Financial Incentive,89,Loan Program,Minnesota Valley Electric Cooperative -Residential Energy Resource Conservation Loan Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2253,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Minnesota Valley Electric Cooperative - Commercial and Industrial Energy Efficiency Rebate Program,,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0
2256,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Lake Country Power - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
2257,MA,1,State,2,Regulatory Policy,46,Public Benefits Fund,Energy Efficiency Fund,1997/11/25,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2258,MN,3,Utility,1,Financial Incentive,88,Rebate Program,East Central Energy - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
2259,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Dakota Electric Association - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0
2260,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Dakota Electric Association - Commercial and Industrial Energy Efficiency Rebate Program,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2264,GA,3,Utility,1,Financial Incentive,88,Rebate Program,Coweta-Fayette EMC - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
2265,GA,3,Utility,1,Financial Incentive,89,Loan Program,Coweta-Fayette EMC - Home Plus Energy Efficiency Loan Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2266,GA,3,Utility,1,Financial Incentive,88,Rebate Program,Diverse Power - Energy Efficient New Construction Rebate Programs,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
2272,GA,3,Utility,1,Financial Incentive,89,Loan Program,Jackson EMC - Residential Energy Efficiency HomePlus Loan Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2274,GA,3,Utility,1,Financial Incentive,88,Rebate Program,Jackson EMC - Right Choice for Builders Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,GA,3,Utility,1,Financial Incentive,88,Rebate Program,Sawnee EMC - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
2279,GA,3,Utility,1,Financial Incentive,88,Rebate Program,Sawnee EMC - Commercial Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2280,GA,3,Utility,1,Financial Incentive,88,Rebate Program,Walton EMC - Residential Energy Efficiency Rebate Programs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0
2281,GA,3,Utility,1,Financial Incentive,89,Loan Program,Walton EMC - HomePlus Loan Program,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
2283,KY,3,Utility,1,Financial Incentive,88,Rebate Program,Together We Save - Kentucky's Touchstone Energy Cooperatives (16 Cooperatives),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2284,MN,3,Utility,1,Financial Incentive,89,Loan Program,Dakota Electric Association - Commercial and Industrial Energy Conservation Loan Program,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,MN,3,Utility,1,Financial Incentive,87,Grant Program,Dakota Electric Association - Commercial and Industrial Custom Energy Grant Program,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2287,HI,1,State,1,Financial Incentive,10,Green Building Incentive,Priority Permit Processing for Green Buildings,2006/05/12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
2288,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Crow Wing Power - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2289,CA,3,Utility,1,Financial Incentive,88,Rebate Program,Plumas-Sierra REC - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0
2290,WY,3,Utility,1,Financial Incentive,88,Rebate Program,Carbon Power & Light - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
2291,IL,1,State,2,Regulatory Policy,46,Public Benefits Fund,Energy Efficiency Trust Fund,1997/12/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
2293,NH,1,State,2,Regulatory Policy,46,Public Benefits Fund,System Benefits Charge,1996/05/21,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,IN,3,Utility,1,Financial Incentive,88,Rebate Program,Duke Energy - Residential and Builder Energy Efficiency Rebate Program,2012/10/01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
2297,IN,3,Utility,1,Financial Incentive,88,Rebate Program,Duke Energy - Commercial and Industrial Energy Efficiency Rebate Program,,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
2306,KY,3,Utility,1,Financial Incentive,88,Rebate Program,Salt River Electric - Residential Energy Efficiency Rebate Programs,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2307,KY,3,Utility,1,Financial Incentive,88,Rebate Program,South Kentucky RECC - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2313,CT,1,State,2,Regulatory Policy,46,Public Benefits Fund,Energy Efficiency Fund,1998/04/05,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
2315,TX,1,State,2,Regulatory Policy,64,Energy Standards for Public Buildings,Energy Efficiency Goals and Requirements for Public Entities,1995/09/01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2316,OR,3,Utility,1,Financial Incentive,88,Rebate Program,OTEC - Residential Energy Efficiency Rebate Program,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
2318,OR,3,Utility,1,Financial Incentive,88,Rebate Program,Central Electric Cooperative - Residential Energy Efficiency Rebate Programs,,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
2320,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Inland Power & Light Company - Residential Energy Efficiency Rebate Programs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0
2324,NY,1,State,1,Financial Incentive,87,Grant Program,EmPower New York,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
2325,VT,1,State,1,Financial Incentive,88,Rebate Program,Residential Energy Efficiency Rebate Programs,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
2335,WY,1,State,1,Financial Incentive,87,Grant Program,Small Business Non-Profit Energy Audit Program,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2339,ID,3,Utility,2,Regulatory Policy,37,Net Metering,Avista Utilities - Net Metering,,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
2342,MI,2,Local,2,Regulatory Policy,79,Green Power Purchasing,City of Ann Arbor - Green Power Purchasing,2006/05/01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2350,WA,1,State,2,Regulatory Policy,38,Renewables Portfolio Standard,Renewable Energy Standard,2006/11/07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1
2351,CO,2,Local,2,Regulatory Policy,46,Public Benefits Fund,City of Boulder - Climate Action Plan Fund,2007/04/01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,MO,3,Utility,1,Financial Incentive,88,Rebate Program,Spire - Commercial and Industrial Energy Efficiency Rebate Program,,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2359,NJ,1,State,1,Financial Incentive,88,Rebate Program,New Jersey SmartStart Buildings - New Construction and Retrofits,,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
2363,MD,1,State,1,Financial Incentive,78,Property Tax Incentive,Local Option - Property Tax Credit for High Performance Buildings,2004/05/26,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
2364,UT,3,Utility,1,Financial Incentive,88,Rebate Program,Rocky Mountain Power - wattsmart Residential Efficiency Program,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0
2369,PA,1,State,1,Financial Incentive,78,Property Tax Incentive,Property Tax Assessment for Commercial Wind Farms,2006/11/29,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2372,SC,1,State,2,Regulatory Policy,14,Interconnection,Interconnection Guidelines,2006/12/19,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1
2373,NH,3,Utility,1,Financial Incentive,88,Rebate Program,Eversource - Residential Energy Efficiency Rebate Program,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
2380,WV,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,2009/06/02,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
2388,CO,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Property Tax Assessment,2009/01/01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
2390,CT,1,State,2,Regulatory Policy,64,Energy Standards for Public Buildings,Energy Efficiency Requirements for State Government,2007/01/01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
2394,UT,3,Utility,2,Regulatory Policy,37,Net Metering,City of St. George - Net Metering,2005/10/05,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2396,UT,3,Utility,2,Regulatory Policy,37,Net Metering,Murray City Power - Net Metering Pilot Program,2006/07/01,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2399,CO,3,Utility,1,Financial Incentive,88,Rebate Program,Sangre De Cristo Electric Association - Energy Efficiency Credit Program,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
2401,MN,1,State,2,Regulatory Policy,38,Renewables Portfolio Standard,Renewable Energy Standard,2007/02/22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1
2402,AZ,3,Utility,1,Financial Incentive,88,Rebate Program,Trico Electric Cooperative  - SunWatts Incentive Program,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2407,ID,3,Utility,1,Financial Incentive,88,Rebate Program,Rocky Mountain Power - wattsmart Business Program,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
2408,MO,3,Utility,1,Financial Incentive,89,Loan Program,Columbia Water & Light - Home Performance with ENERGY STAR Loan,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
2410,ID,3,Utility,1,Financial Incentive,88,Rebate Program,Rocky Mountain Power - wattsmart Residential Efficiency Program,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0
2412,UT,3,Utility,1,Financial Incentive,88,Rebate Program,Rocky Mountain Power - wattsmart Business Program,,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
2415,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Pacific Power - wattsmart Business Program,,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0
2416,WA,3,Utility,1,Financial Incentive,88,Rebate Program,Pacific Power - Residential wattsmart Program,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
2426,OR,1,State,1,Financial Incentive,88,Rebate Program,Home Energy Solutions for Existing Homes,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
2434,MO,3,Utility,1,Financial Incentive,88,Rebate Program,Columbia Water & Light - Residential HVAC Rebates,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2437,OR,1,State,1,Financial Incentive,88,Rebate Program,Commercial Energy Efficiency Rebate for Existing Buildings,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
2438,OR,1,State,1,Financial Incentive,88,Rebate Program,New Buildings Program,,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
2440,CA,2,Local,2,Regulatory Policy,64,Energy Standards for Public Buildings,City of Berkeley - Green Building Standards for City Owned and Operated Projects,2003/11/18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2443,NC,3,Utility,1,Financial Incentive,89,Loan Program,Tideland EMC - Weatherization Loan Program,,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
2444,ND,3,Utility,1,Financial Incentive,89,Loan Program,Northern Plains EC - Commercial Energy Efficiency Loan Program,,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2445,SD,3,Utility,1,Financial Incentive,89,Loan Program,Southeastern Electric Cooperative - Electric Equipment Loan Program,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2447,IA,3,Utility,1,Financial Incentive,88,Rebate Program,Linn County Rural Electric Cooperative - Residential and Small Commercial (<75kw) rebates,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
2448,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Connexus Energy - Commercial Energy Efficiency Rebate Programs,,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
2449,MN,3,Utility,1,Financial Incentive,88,Rebate Program,Stearns Electric Association - Commercial Energy Efficiency Rebate Program,,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
2453,ID,3,Utility,1,Financial Incentive,88,Rebate Program,Kootenai Electric Cooperative - Residential Efficiency Rebate Program,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0
2457,VA,2,Local,1,Financial Incentive,10,Green Building Incentive,Arlington County - Green Building Incentive Program,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1
2458,AZ,3,Utility,1,Financial Incentive,88,Rebate Program,APS - Energy Efficiency Solutions for Business,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
