YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
1992,CO,Total Electric Power Industry,Natural Gas,"1,347,188"
1992,CO,Total Electric Power Industry,Other Biomass,"28,173"
1992,CO,Total Electric Power Industry,Petroleum,"40,888"
1992,CO,Total Electric Power Industry,Pumped Storage,"132,331"
1992,CT,Total Electric Power Industry,Total,"29,211,380"
1992,CT,Total Electric Power Industry,Coal,"3,717,996"
1992,CT,Total Electric Power Industry,Hydroelectric Conventional,"423,713"
1992,CT,Total Electric Power Industry,Natural Gas,"1,471,825"
1992,CT,Total Electric Power Industry,Nuclear,"16,770,708"
1992,CT,Total Electric Power Industry,Other,0
1992,CT,Total Electric Power Industry,Other Biomass,"1,337,177"
1992,CT,Total Electric Power Industry,Other Gases,"2,819"
1992,CT,Total Electric Power Industry,Petroleum,"5,483,841"
1992,CT,Total Electric Power Industry,Pumped Storage,"3,301"
1992,DC,Total Electric Power Industry,Total,"73,991"
1992,DC,Total Electric Power Industry,Coal,0
1992,DC,Total Electric Power Industry,Petroleum,"73,991"
1992,DE,Total Electric Power Industry,Total,"6,984,285"
1992,DE,Total Electric Power Industry,Coal,"4,003,881"
1992,DE,Total Electric Power Industry,Natural Gas,"627,975"
1992,DE,Total Electric Power Industry,Other,"6,315"
1992,DE,Total Electric Power Industry,Other Gases,"164,881"
1992,DE,Total Electric Power Industry,Petroleum,"2,181,233"
1992,FL,Total Electric Power Industry,Total,"143,777,143"
1992,FL,Total Electric Power Industry,Coal,"62,709,653"
1992,FL,Total Electric Power Industry,Hydroelectric Conventional,"235,604"
1992,FL,Total Electric Power Industry,Natural Gas,"19,919,616"
1992,FL,Total Electric Power Industry,Nuclear,"25,115,956"
1992,FL,Total Electric Power Industry,Other,"1,951,858"
1992,FL,Total Electric Power Industry,Other Biomass,"2,920,768"
1992,FL,Total Electric Power Industry,Other Gases,"15,178"
1992,FL,Total Electric Power Industry,Petroleum,"28,617,786"
1992,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,290,724"
1992,GA,Total Electric Power Industry,Total,"97,358,229"
1992,GA,Total Electric Power Industry,Coal,"59,227,954"
1992,GA,Total Electric Power Industry,Hydroelectric Conventional,"4,915,318"
1992,GA,Total Electric Power Industry,Natural Gas,"729,290"
1992,GA,Total Electric Power Industry,Nuclear,"27,996,298"
1992,GA,Total Electric Power Industry,Other Biomass,"87,064"
1992,GA,Total Electric Power Industry,Petroleum,"813,405"
1992,GA,Total Electric Power Industry,Pumped Storage,"483,079"
1992,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,105,821"
1992,HI,Total Electric Power Industry,Total,"9,844,461"
1992,HI,Total Electric Power Industry,Coal,"556,628"
1992,HI,Total Electric Power Industry,Geothermal,"2,134"
1992,HI,Total Electric Power Industry,Hydroelectric Conventional,"61,123"
1992,HI,Total Electric Power Industry,Other Biomass,"805,042"
1992,HI,Total Electric Power Industry,Other Gases,"62,401"
1992,HI,Total Electric Power Industry,Petroleum,"8,334,203"
1992,HI,Total Electric Power Industry,Wind,"22,676"
1992,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,254
1992,IA,Total Electric Power Industry,Total,"30,496,927"
1992,IA,Total Electric Power Industry,Coal,"25,763,013"
1992,IA,Total Electric Power Industry,Hydroelectric Conventional,"999,665"
1992,IA,Total Electric Power Industry,Natural Gas,"269,011"
1992,IA,Total Electric Power Industry,Nuclear,"3,405,144"
1992,IA,Total Electric Power Industry,Other Biomass,"20,009"
1992,IA,Total Electric Power Industry,Petroleum,"40,085"
1992,ID,Total Electric Power Industry,Total,"7,463,004"
1992,ID,Total Electric Power Industry,Coal,"44,371"
1992,ID,Total Electric Power Industry,Hydroelectric Conventional,"6,653,977"
1992,ID,Total Electric Power Industry,Natural Gas,"137,549"
1992,ID,Total Electric Power Industry,Other,"72,032"
1992,ID,Total Electric Power Industry,Other Biomass,"8,619"
1992,ID,Total Electric Power Industry,Petroleum,"2,313"
1992,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"544,143"
1992,IL,Total Electric Power Industry,Total,"128,046,228"
1992,IL,Total Electric Power Industry,Coal,"51,416,591"
1992,IL,Total Electric Power Industry,Hydroelectric Conventional,"139,308"
1992,IL,Total Electric Power Industry,Natural Gas,"1,703,597"
1992,IL,Total Electric Power Industry,Nuclear,"73,742,321"
1992,IL,Total Electric Power Industry,Other Biomass,"202,394"
1992,IL,Total Electric Power Industry,Other Gases,"404,078"
1992,IL,Total Electric Power Industry,Petroleum,"437,893"
1992,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,46
1992,IN,Total Electric Power Industry,Total,"101,018,564"
1992,IN,Total Electric Power Industry,Coal,"96,616,880"
1992,IN,Total Electric Power Industry,Hydroelectric Conventional,"562,476"
1992,IN,Total Electric Power Industry,Natural Gas,"1,184,257"
1992,IN,Total Electric Power Industry,Other Biomass,"33,471"
1992,IN,Total Electric Power Industry,Other Gases,"2,133,416"
1992,IN,Total Electric Power Industry,Petroleum,"488,064"
1992,KS,Total Electric Power Industry,Total,"32,078,493"
1992,KS,Total Electric Power Industry,Coal,"22,152,736"
1992,KS,Total Electric Power Industry,Hydroelectric Conventional,"9,768"
1992,KS,Total Electric Power Industry,Natural Gas,"1,372,392"
1992,KS,Total Electric Power Industry,Nuclear,"8,490,658"
1992,KS,Total Electric Power Industry,Petroleum,"52,826"
1992,KS,Total Electric Power Industry,Wind,113
1992,KY,Total Electric Power Industry,Total,"77,351,259"
1992,KY,Total Electric Power Industry,Coal,"73,476,309"
1992,KY,Total Electric Power Industry,Hydroelectric Conventional,"3,767,232"
1992,KY,Total Electric Power Industry,Natural Gas,"23,832"
1992,KY,Total Electric Power Industry,Petroleum,"83,886"
1992,LA,Total Electric Power Industry,Total,"73,374,124"
1992,LA,Total Electric Power Industry,Coal,"19,840,001"
1992,LA,Total Electric Power Industry,Hydroelectric Conventional,"656,492"
1992,LA,Total Electric Power Industry,Natural Gas,"36,977,798"
1992,LA,Total Electric Power Industry,Nuclear,"10,355,520"
1992,LA,Total Electric Power Industry,Other,"702,002"
1992,LA,Total Electric Power Industry,Other Biomass,"80,251"
1992,LA,Total Electric Power Industry,Other Gases,"1,162,816"
1992,LA,Total Electric Power Industry,Petroleum,"1,065,464"
1992,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,533,780"
1992,MA,Total Electric Power Industry,Total,"40,087,655"
1992,MA,Total Electric Power Industry,Coal,"11,064,697"
1992,MA,Total Electric Power Industry,Hydroelectric Conventional,"1,010,856"
1992,MA,Total Electric Power Industry,Natural Gas,"8,479,397"
1992,MA,Total Electric Power Industry,Nuclear,"4,741,968"
1992,MA,Total Electric Power Industry,Other Biomass,"1,681,890"
1992,MA,Total Electric Power Industry,Petroleum,"13,726,316"
1992,MA,Total Electric Power Industry,Pumped Storage,"-648,685"
1992,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,"31,216"
1992,MD,Total Electric Power Industry,Total,"41,177,359"
1992,MD,Total Electric Power Industry,Coal,"23,850,470"
1992,MD,Total Electric Power Industry,Hydroelectric Conventional,"1,824,659"
1992,MD,Total Electric Power Industry,Natural Gas,"1,077,542"
1992,MD,Total Electric Power Industry,Nuclear,"10,663,950"
1992,MD,Total Electric Power Industry,Other Biomass,"329,854"
1992,MD,Total Electric Power Industry,Other Gases,"506,572"
1992,MD,Total Electric Power Industry,Petroleum,"2,749,511"
1992,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,"174,801"
1992,ME,Total Electric Power Industry,Total,"15,683,544"
1992,ME,Total Electric Power Industry,Coal,"559,844"
1992,ME,Total Electric Power Industry,Hydroelectric Conventional,"3,512,606"
1992,ME,Total Electric Power Industry,Natural Gas,"24,687"
1992,ME,Total Electric Power Industry,Nuclear,"5,357,999"
1992,ME,Total Electric Power Industry,Other Biomass,"409,247"
1992,ME,Total Electric Power Industry,Petroleum,"2,187,082"
1992,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,632,079"
1992,MI,Total Electric Power Industry,Total,"95,321,939"
1992,MI,Total Electric Power Industry,Coal,"63,346,702"
1992,MI,Total Electric Power Industry,Hydroelectric Conventional,"1,782,271"
1992,MI,Total Electric Power Industry,Natural Gas,"9,528,639"
1992,MI,Total Electric Power Industry,Nuclear,"18,848,731"
1992,MI,Total Electric Power Industry,Other,"31,190"
1992,MI,Total Electric Power Industry,Other Biomass,"330,502"
1992,MI,Total Electric Power Industry,Other Gases,"243,754"
1992,MI,Total Electric Power Industry,Petroleum,"628,767"
1992,MI,Total Electric Power Industry,Pumped Storage,"-770,902"
1992,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,352,285"
1992,MN,Total Electric Power Industry,Total,"40,258,884"
1992,MN,Total Electric Power Industry,Coal,"25,701,266"
1992,MN,Total Electric Power Industry,Hydroelectric Conventional,"1,062,506"
1992,MN,Total Electric Power Industry,Natural Gas,"645,888"
1992,MN,Total Electric Power Industry,Nuclear,"11,166,355"
1992,MN,Total Electric Power Industry,Other Biomass,"525,005"
1992,MN,Total Electric Power Industry,Petroleum,"648,658"
1992,MN,Total Electric Power Industry,Wind,145
1992,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,"509,061"
1992,MO,Total Electric Power Industry,Total,"56,951,673"
1992,MO,Total Electric Power Industry,Coal,"47,099,235"
1992,MO,Total Electric Power Industry,Hydroelectric Conventional,"1,481,265"
1992,MO,Total Electric Power Industry,Natural Gas,"237,779"
1992,MO,Total Electric Power Industry,Nuclear,"8,083,975"
1992,MO,Total Electric Power Industry,Other Biomass,85
1992,MO,Total Electric Power Industry,Petroleum,"81,078"
1992,MO,Total Electric Power Industry,Pumped Storage,"-31,744"
1992,MS,Total Electric Power Industry,Total,"23,134,963"
1992,MS,Total Electric Power Industry,Coal,"7,836,090"
1992,MS,Total Electric Power Industry,Natural Gas,"4,735,182"
1992,MS,Total Electric Power Industry,Nuclear,"8,173,763"
1992,MS,Total Electric Power Industry,Petroleum,"413,903"
1992,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,976,025"
1992,MT,Total Electric Power Industry,Total,"25,899,645"
1992,MT,Total Electric Power Industry,Coal,"17,453,833"
1992,MT,Total Electric Power Industry,Hydroelectric Conventional,"8,270,838"
1992,MT,Total Electric Power Industry,Natural Gas,"34,569"
1992,MT,Total Electric Power Industry,Petroleum,"16,956"
1992,MT,Total Electric Power Industry,Wind,50
1992,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,"123,399"
1992,NC,Total Electric Power Industry,Total,"89,535,255"
1992,NC,Total Electric Power Industry,Coal,"58,274,019"
1992,NC,Total Electric Power Industry,Hydroelectric Conventional,"5,768,453"
1992,NC,Total Electric Power Industry,Natural Gas,"361,308"
1992,NC,Total Electric Power Industry,Nuclear,"22,753,813"
1992,NC,Total Electric Power Industry,Other,"225,149"
1992,NC,Total Electric Power Industry,Other Biomass,"30,506"
1992,NC,Total Electric Power Industry,Petroleum,"335,046"
1992,NC,Total Electric Power Industry,Pumped Storage,"109,885"
1992,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,677,076"
1992,ND,Total Electric Power Industry,Total,"28,766,897"
1992,ND,Total Electric Power Industry,Coal,"26,960,827"
1992,ND,Total Electric Power Industry,Hydroelectric Conventional,"1,698,854"
1992,ND,Total Electric Power Industry,Natural Gas,"13,411"
1992,ND,Total Electric Power Industry,Other Gases,"38,523"
1992,ND,Total Electric Power Industry,Petroleum,"55,282"
1992,NE,Total Electric Power Industry,Total,"22,425,498"
1992,NE,Total Electric Power Industry,Coal,"12,440,175"
1992,NE,Total Electric Power Industry,Hydroelectric Conventional,"1,075,446"
1992,NE,Total Electric Power Industry,Natural Gas,"145,492"
1992,NE,Total Electric Power Industry,Nuclear,"8,748,468"
1992,NE,Total Electric Power Industry,Other Biomass,"6,435"
1992,NE,Total Electric Power Industry,Petroleum,"9,482"
1992,NH,Total Electric Power Industry,Total,"15,117,253"
1992,NH,Total Electric Power Industry,Coal,"3,187,087"
1992,NH,Total Electric Power Industry,Hydroelectric Conventional,"1,393,631"
1992,NH,Total Electric Power Industry,Natural Gas,"57,001"
1992,NH,Total Electric Power Industry,Nuclear,"7,868,653"
1992,NH,Total Electric Power Industry,Other Biomass,"164,099"
1992,NH,Total Electric Power Industry,Petroleum,"1,413,274"
1992,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,033,508"
1992,NJ,Total Electric Power Industry,Total,"43,664,014"
1992,NJ,Total Electric Power Industry,Coal,"5,409,083"
1992,NJ,Total Electric Power Industry,Hydroelectric Conventional,"22,380"
1992,NJ,Total Electric Power Industry,Natural Gas,"14,515,031"
1992,NJ,Total Electric Power Industry,Nuclear,"21,595,097"
1992,NJ,Total Electric Power Industry,Other Biomass,"904,189"
1992,NJ,Total Electric Power Industry,Other Gases,"48,157"
1992,NJ,Total Electric Power Industry,Petroleum,"1,308,375"
1992,NJ,Total Electric Power Industry,Pumped Storage,"-138,298"
1992,NM,Total Electric Power Industry,Total,"28,069,438"
1992,NM,Total Electric Power Industry,Coal,"25,348,413"
1992,NM,Total Electric Power Industry,Hydroelectric Conventional,"255,046"
1992,NM,Total Electric Power Industry,Natural Gas,"2,414,692"
1992,NM,Total Electric Power Industry,Other Biomass,"14,128"
1992,NM,Total Electric Power Industry,Petroleum,"37,159"
1992,NV,Total Electric Power Industry,Total,"23,347,543"
1992,NV,Total Electric Power Industry,Coal,"16,443,169"
1992,NV,Total Electric Power Industry,Geothermal,"1,177,972"
1992,NV,Total Electric Power Industry,Hydroelectric Conventional,"1,985,691"
1992,NV,Total Electric Power Industry,Natural Gas,"3,392,197"
1992,NV,Total Electric Power Industry,Other,"20,929"
1992,NV,Total Electric Power Industry,Petroleum,"327,585"
1992,NY,Total Electric Power Industry,Total,"125,948,924"
1992,NY,Total Electric Power Industry,Coal,"27,279,703"
1992,NY,Total Electric Power Industry,Hydroelectric Conventional,"28,056,647"
1992,NY,Total Electric Power Industry,Natural Gas,"26,849,697"
1992,NY,Total Electric Power Industry,Nuclear,"24,154,932"
1992,NY,Total Electric Power Industry,Other Biomass,"1,738,485"
1992,NY,Total Electric Power Industry,Other Gases,"91,985"
1992,NY,Total Electric Power Industry,Petroleum,"18,319,258"
1992,NY,Total Electric Power Industry,Pumped Storage,"-1,031,645"
1992,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,"489,862"
1992,OH,Total Electric Power Industry,Total,"137,661,728"
1992,OH,Total Electric Power Industry,Coal,"121,249,946"
1992,OH,Total Electric Power Industry,Hydroelectric Conventional,"253,165"
1992,OH,Total Electric Power Industry,Natural Gas,"340,236"
1992,OH,Total Electric Power Industry,Nuclear,"14,805,499"
1992,OH,Total Electric Power Industry,Other Biomass,"349,113"
1992,OH,Total Electric Power Industry,Other Gases,"73,545"
1992,OH,Total Electric Power Industry,Petroleum,"258,124"
1992,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,"332,100"
1992,OK,Total Electric Power Industry,Total,"50,006,448"
1992,OK,Total Electric Power Industry,Coal,"30,003,846"
1992,OK,Total Electric Power Industry,Hydroelectric Conventional,"3,241,701"
1992,OK,Total Electric Power Industry,Natural Gas,"16,419,444"
1992,OK,Total Electric Power Industry,Other Biomass,"1,832"
1992,OK,Total Electric Power Industry,Other Gases,"72,380"
1992,OK,Total Electric Power Industry,Petroleum,"51,626"
1992,OK,Total Electric Power Industry,Pumped Storage,"-31,864"
1992,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,"247,483"
1992,OR,Total Electric Power Industry,Total,"42,345,374"
1992,OR,Total Electric Power Industry,Coal,"3,702,081"
1992,OR,Total Electric Power Industry,Hydroelectric Conventional,"31,718,535"
1992,OR,Total Electric Power Industry,Natural Gas,"1,527,911"
1992,OR,Total Electric Power Industry,Nuclear,"4,572,587"
1992,OR,Total Electric Power Industry,Other Biomass,"93,795"
1992,OR,Total Electric Power Industry,Petroleum,"10,655"
1992,OR,Total Electric Power Industry,Wind,539
1992,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,"719,271"
1992,PA,Total Electric Power Industry,Total,"179,405,645"
1992,PA,Total Electric Power Industry,Coal,"109,124,697"
1992,PA,Total Electric Power Industry,Hydroelectric Conventional,"2,577,615"
1992,PA,Total Electric Power Industry,Natural Gas,"2,707,834"
1992,PA,Total Electric Power Industry,Nuclear,"60,132,729"
1992,PA,Total Electric Power Industry,Other,"243,730"
1992,PA,Total Electric Power Industry,Other Biomass,"1,252,363"
1992,PA,Total Electric Power Industry,Other Gases,"1,011,223"
1992,PA,Total Electric Power Industry,Petroleum,"2,648,000"
1992,PA,Total Electric Power Industry,Pumped Storage,"-918,889"
1992,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,"626,343"
1992,RI,Total Electric Power Industry,Total,"4,785,205"
1992,RI,Total Electric Power Industry,Coal,0
1992,RI,Total Electric Power Industry,Hydroelectric Conventional,"9,946"
1992,RI,Total Electric Power Industry,Natural Gas,"4,612,506"
1992,RI,Total Electric Power Industry,Other Biomass,"63,834"
1992,RI,Total Electric Power Industry,Petroleum,"98,919"
1992,SC,Total Electric Power Industry,Total,"74,170,509"
1992,SC,Total Electric Power Industry,Coal,"23,677,865"
1992,SC,Total Electric Power Industry,Hydroelectric Conventional,"3,310,446"
1992,SC,Total Electric Power Industry,Natural Gas,"271,179"
1992,SC,Total Electric Power Industry,Nuclear,"45,536,530"
1992,SC,Total Electric Power Industry,Other,"6,027"
1992,SC,Total Electric Power Industry,Other Biomass,"63,812"
1992,SC,Total Electric Power Industry,Other Gases,"17,359"
1992,SC,Total Electric Power Industry,Petroleum,"158,187"
1992,SC,Total Electric Power Industry,Pumped Storage,"-535,497"
1992,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,664,601"
1992,SD,Total Electric Power Industry,Total,"6,246,414"
1992,SD,Total Electric Power Industry,Coal,"2,626,290"
1992,SD,Total Electric Power Industry,Hydroelectric Conventional,"3,612,010"
1992,SD,Total Electric Power Industry,Natural Gas,642
1992,SD,Total Electric Power Industry,Petroleum,"7,472"
1992,TN,Total Electric Power Industry,Total,"77,748,112"
1992,TN,Total Electric Power Industry,Coal,"51,527,665"
1992,TN,Total Electric Power Industry,Hydroelectric Conventional,"10,011,047"
1992,TN,Total Electric Power Industry,Natural Gas,"275,511"
1992,TN,Total Electric Power Industry,Nuclear,"15,653,580"
1992,TN,Total Electric Power Industry,Other,"79,537"
1992,TN,Total Electric Power Industry,Other Biomass,"54,764"
1992,TN,Total Electric Power Industry,Other Gases,"3,454"
1992,TN,Total Electric Power Industry,Petroleum,"129,598"
1992,TN,Total Electric Power Industry,Pumped Storage,"-421,383"
1992,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,"434,339"
1992,TX,Total Electric Power Industry,Total,"290,292,313"
1992,TX,Total Electric Power Industry,Coal,"121,395,162"
1992,TX,Total Electric Power Industry,Hydroelectric Conventional,"2,638,164"
1992,TX,Total Electric Power Industry,Natural Gas,"134,639,387"
1992,TX,Total Electric Power Industry,Nuclear,"24,496,392"
1992,TX,Total Electric Power Industry,Other,"324,978"
1992,TX,Total Electric Power Industry,Other Biomass,"340,652"
1992,TX,Total Electric Power Industry,Other Gases,"3,527,112"
1992,TX,Total Electric Power Industry,Petroleum,"1,628,161"
1992,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,369
1992,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,301,936"
1992,US-TOTAL,Total Electric Power Industry,Total,"3,083,882,204"
1992,US-TOTAL,Total Electric Power Industry,Coal,"1,621,206,039"
1992,US-TOTAL,Total Electric Power Industry,Geothermal,"16,137,962"
1992,US-TOTAL,Total Electric Power Industry,Hydroelectric Conventional,"253,088,003"
1992,US-TOTAL,Total Electric Power Industry,Natural Gas,"404,074,372"
1992,US-TOTAL,Total Electric Power Industry,Nuclear,"618,776,263"
1992,US-TOTAL,Total Electric Power Industry,Other,"3,719,887"
1992,US-TOTAL,Total Electric Power Industry,Other Biomass,"17,816,035"
1992,US-TOTAL,Total Electric Power Industry,Other Gases,"13,270,237"
1992,US-TOTAL,Total Electric Power Industry,Petroleum,"100,154,163"
1992,US-TOTAL,Total Electric Power Industry,Pumped Storage,"-4,176,582"
1992,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"399,640"
1992,US-TOTAL,Total Electric Power Industry,Wind,"2,887,523"
1992,US-TOTAL,Total Electric Power Industry,Wood and Wood Derived Fuels,"36,528,662"
1992,UT,Total Electric Power Industry,Total,"33,237,139"
1992,UT,Total Electric Power Industry,Coal,"31,552,990"
1992,UT,Total Electric Power Industry,Geothermal,"186,369"
1992,UT,Total Electric Power Industry,Hydroelectric Conventional,"602,384"
1992,UT,Total Electric Power Industry,Natural Gas,"631,435"
1992,UT,Total Electric Power Industry,Other Gases,"230,326"
1992,UT,Total Electric Power Industry,Petroleum,"33,635"
1992,UT,Total Electric Power Industry,Pumped Storage,0
1992,VA,Total Electric Power Industry,Total,"56,352,354"
1992,VA,Total Electric Power Industry,Coal,"26,225,034"
1992,VA,Total Electric Power Industry,Hydroelectric Conventional,"1,089,975"
1992,VA,Total Electric Power Industry,Natural Gas,"2,475,690"
1992,VA,Total Electric Power Industry,Nuclear,"23,334,340"
1992,VA,Total Electric Power Industry,Other,484
1992,VA,Total Electric Power Industry,Other Biomass,"759,914"
1992,VA,Total Electric Power Industry,Petroleum,"1,852,865"
1992,VA,Total Electric Power Industry,Pumped Storage,"-664,933"
1992,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,11
1992,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,278,974"
1992,VT,Total Electric Power Industry,Total,"4,870,142"
1992,VT,Total Electric Power Industry,Hydroelectric Conventional,"921,498"
1992,VT,Total Electric Power Industry,Natural Gas,"63,120"
1992,VT,Total Electric Power Industry,Nuclear,"3,734,594"
1992,VT,Total Electric Power Industry,Petroleum,"2,688"
1992,VT,Total Electric Power Industry,Wind,0
1992,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"148,242"
1992,WA,Total Electric Power Industry,Total,"86,482,429"
1992,WA,Total Electric Power Industry,Coal,"9,658,148"
1992,WA,Total Electric Power Industry,Hydroelectric Conventional,"68,324,659"
1992,WA,Total Electric Power Industry,Natural Gas,"1,273,763"
1992,WA,Total Electric Power Industry,Nuclear,"5,692,379"
1992,WA,Total Electric Power Industry,Other,1
1992,WA,Total Electric Power Industry,Other Biomass,"172,810"
1992,WA,Total Electric Power Industry,Other Gases,"234,023"
1992,WA,Total Electric Power Industry,Petroleum,"25,745"
1992,WA,Total Electric Power Industry,Pumped Storage,0
1992,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,100,901"
1992,WI,Total Electric Power Industry,Total,"48,893,401"
1992,WI,Total Electric Power Industry,Coal,"33,833,943"
1992,WI,Total Electric Power Industry,Hydroelectric Conventional,"2,401,605"
1992,WI,Total Electric Power Industry,Natural Gas,"379,591"
1992,WI,Total Electric Power Industry,Nuclear,"11,207,185"
1992,WI,Total Electric Power Industry,Other Biomass,"162,325"
1992,WI,Total Electric Power Industry,Petroleum,"155,249"
1992,WI,Total Electric Power Industry,Wind,0
1992,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,"753,503"
1992,WV,Total Electric Power Industry,Total,"75,159,914"
1992,WV,Total Electric Power Industry,Coal,"73,352,552"
1992,WV,Total Electric Power Industry,Hydroelectric Conventional,"1,271,063"
1992,WV,Total Electric Power Industry,Natural Gas,"120,856"
1992,WV,Total Electric Power Industry,Other,50
1992,WV,Total Electric Power Industry,Other Gases,"174,182"
1992,WV,Total Electric Power Industry,Petroleum,"241,211"
1992,WY,Total Electric Power Industry,Total,"42,473,894"
1992,WY,Total Electric Power Industry,Coal,"41,380,784"
1992,WY,Total Electric Power Industry,Hydroelectric Conventional,"635,640"
1992,WY,Total Electric Power Industry,Natural Gas,"341,257"
1992,WY,Total Electric Power Industry,Other,"45,396"
1992,WY,Total Electric Power Industry,Other Gases,"8,642"
1992,WY,Total Electric Power Industry,Petroleum,"58,483"
1992,WY,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,692"
1993,AK,Total Electric Power Industry,Total,"5,721,277"
1993,AK,Total Electric Power Industry,Coal,"533,123"
1993,AK,Total Electric Power Industry,Hydroelectric Conventional,"1,302,992"
1993,AK,Total Electric Power Industry,Natural Gas,"3,191,814"
1993,AK,Total Electric Power Industry,Other Biomass,"15,422"
1993,AK,Total Electric Power Industry,Petroleum,"587,422"
1993,AK,Total Electric Power Industry,Wind,0
1993,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,"90,504"
1993,AL,Total Electric Power Industry,Total,"99,336,996"
1993,AL,Total Electric Power Industry,Coal,"67,336,321"
1993,AL,Total Electric Power Industry,Hydroelectric Conventional,"9,034,210"
1993,AL,Total Electric Power Industry,Natural Gas,"1,260,978"
1993,AL,Total Electric Power Industry,Nuclear,"17,823,325"
1993,AL,Total Electric Power Industry,Other Biomass,"2,383"
1993,AL,Total Electric Power Industry,Other Gases,"338,105"
1993,AL,Total Electric Power Industry,Petroleum,"192,944"
1993,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,348,730"
1993,AR,Total Electric Power Industry,Total,"40,498,654"
1993,AR,Total Electric Power Industry,Coal,"18,091,528"
1993,AR,Total Electric Power Industry,Hydroelectric Conventional,"4,509,292"
1993,AR,Total Electric Power Industry,Natural Gas,"2,703,261"
1993,AR,Total Electric Power Industry,Nuclear,"13,521,676"
1993,AR,Total Electric Power Industry,Other Biomass,"29,607"
1993,AR,Total Electric Power Industry,Petroleum,"73,127"
1993,AR,Total Electric Power Industry,Pumped Storage,0
1993,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,570,163"
1993,AZ,Total Electric Power Industry,Total,"68,468,986"
1993,AZ,Total Electric Power Industry,Coal,"37,272,195"
1993,AZ,Total Electric Power Industry,Hydroelectric Conventional,"6,697,088"
1993,AZ,Total Electric Power Industry,Natural Gas,"1,936,549"
1993,AZ,Total Electric Power Industry,Nuclear,"22,048,880"
1993,AZ,Total Electric Power Industry,Petroleum,"85,442"
1993,AZ,Total Electric Power Industry,Pumped Storage,"325,983"
1993,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"102,849"
1993,CA,Total Electric Power Industry,Total,"186,990,642"
1993,CA,Total Electric Power Industry,Coal,"3,129,951"
1993,CA,Total Electric Power Industry,Geothermal,"14,948,113"
1993,CA,Total Electric Power Industry,Hydroelectric Conventional,"40,492,526"
1993,CA,Total Electric Power Industry,Natural Gas,"79,644,169"
1993,CA,Total Electric Power Industry,Nuclear,"31,580,692"
1993,CA,Total Electric Power Industry,Other,"11,423"
1993,CA,Total Electric Power Industry,Other Biomass,"2,891,154"
1993,CA,Total Electric Power Industry,Other Gases,"3,097,462"
1993,CA,Total Electric Power Industry,Petroleum,"3,601,682"
1993,CA,Total Electric Power Industry,Pumped Storage,"282,924"
1993,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"462,078"
1993,CA,Total Electric Power Industry,Wind,"2,983,640"
1993,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,864,828"
1993,CO,Total Electric Power Industry,Total,"34,240,183"
1993,CO,Total Electric Power Industry,Coal,"30,701,319"
1993,CO,Total Electric Power Industry,Hydroelectric Conventional,"1,911,842"
1993,CO,Total Electric Power Industry,Natural Gas,"1,510,863"
1993,CO,Total Electric Power Industry,Other Biomass,"34,448"
1993,CO,Total Electric Power Industry,Petroleum,"8,966"
1993,CO,Total Electric Power Industry,Pumped Storage,"72,745"
1993,CT,Total Electric Power Industry,Total,"32,884,571"
1993,CT,Total Electric Power Industry,Coal,"3,508,317"
