id,entireState,code,name,lastUpdated,dateCreated,state_id,state_name,state_abbreviation,state_is_territory,type_id,type_name,category_id,category_name,sector_id,sector_name
22303,True,CT100F,Norwich Public Utilities - Electric Vehicle Rebates,07/05/2023,07/16/2021,8,Connecticut,CT,False,88,Rebate Program,1,Financial Incentive,3,Utility
22301,True,CO72F,San Isabel Electric Association - Electric Vehicle Incentives,07/05/2023,07/16/2021,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,3,Utility
22299,True,CO70F,Gunnison County - Electric Vehicle Rebates,07/05/2023,07/16/2021,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,3,Utility
22298,True,CO69F,Black Hills Energy - Ready EV Electric Vehicle Charging Rebate,07/05/2023,07/16/2021,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,3,Utility
22290,True,CA100F,SMUD - Commercial Electric Vehicle Incentive Program,07/05/2023,07/09/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22289,True,CA100F,Pasadena Water and Power - Commercial Charger Incentive Program,07/05/2023,07/08/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22288,True,CA100F,Pasadena Water and Power - Residential Electric Vehicle and Charger Incentive Program,07/05/2023,07/08/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22284,True,CA100F,PG&E - EV Fast Charge Program,07/05/2023,07/08/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22163,True,CT100F,Connecticut Hydrogen and Electric Automobile Purchase Rebate (CHEAPR),07/05/2023,05/27/2021,8,Connecticut,CT,False,88,Rebate Program,1,Financial Incentive,1,State
22184,True,MD100F,Electric Vehicle Supply Equipment (EVSE) Rebate Program,07/05/2023,06/05/2021,24,Maryland,MD,False,88,Rebate Program,1,Financial Incentive,1,State
22332,True,MI100F,Lansing Board of Water and Light - Plug-in Electric Vehicle Rebates,07/05/2023,08/06/2021,26,Michigan,MI,False,88,Rebate Program,1,Financial Incentive,3,Utility
22331,True,MI100F,Indiana Michigan Power - EV Incentive,07/05/2023,08/06/2021,26,Michigan,MI,False,88,Rebate Program,1,Financial Incentive,3,Utility
22330,True,MI100F,DTE Energy (Electric) - Charging Forward Program,07/05/2023,08/06/2021,26,Michigan,MI,False,88,Rebate Program,1,Financial Incentive,3,Utility
22297,True,CA100F,SCE - Charge Ready Program,07/05/2023,07/15/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22264,True,AK26F,Chugach Electric - Residential EV Charging Program,07/05/2023,07/01/2021,2,Alaska,AK,False,88,Rebate Program,1,Financial Incentive,3,Utility
22265,True,AK27F,Chugach Electric - Commercial EV Charging Program,07/05/2023,07/01/2021,2,Alaska,AK,False,88,Rebate Program,1,Financial Incentive,3,Utility
22269,True,AZ69F,Arizona Public Service - Take Charge AZ Pilot Program,07/05/2023,07/01/2021,4,Arizona,AZ,False,88,Rebate Program,1,Financial Incentive,3,Utility
22271,True,AZ71F,Tucson Electric Power - Home EV Chargers Rebate,07/05/2023,07/01/2021,4,Arizona,AZ,False,88,Rebate Program,1,Financial Incentive,3,Utility
22272,True,AZ72F,Tucson Electric Power - Smart EV Charging Program,07/05/2023,07/01/2021,4,Arizona,AZ,False,88,Rebate Program,1,Financial Incentive,3,Utility
22283,True,CA100F,PG&E - EV Fleet Program,07/05/2023,07/07/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22278,True,CA100F,Azusa Light & Water - EV Charger Rebate,07/05/2023,07/03/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22282,True,CA100F,LADWP - Charge Up LA Used Electric Vehicle Program,07/05/2023,07/03/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22380,True,NE28F,Southern Public Power District - Electric Vehicle Incentives,07/03/2023,08/20/2021,32,Nebraska,NE,False,88,Rebate Program,1,Financial Incentive,3,Utility
22390,True,NY100F,National Grid - Electric Vehicle Charging Station Make-Ready Program,07/03/2023,08/21/2021,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
22409,True,NY100F,New York State Electric and Gas - Electric Vehicle Make-Ready Program,07/03/2023,08/28/2021,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
22411,True,NY100F,PSEG Long Island - EV Make Ready Program,07/03/2023,08/28/2021,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
22415,True,NC100F,Duke Energy - EV School Bus Program,07/03/2023,09/05/2021,38,North Carolina,NC,False,88,Rebate Program,1,Financial Incentive,3,Utility
22414,True,NC100F,Cape Hatteras Electric Cooperative - ChargePoint Electric Vehicle Charger Residential Rebate,07/03/2023,09/05/2021,38,North Carolina,NC,False,88,Rebate Program,1,Financial Incentive,3,Utility
22410,True,NY100F,Orange and Rockland Utilities - Electric Vehicle Make-Ready Program (POWERREADY),07/03/2023,08/28/2021,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
2467,False,OR92F,Lane Electric Cooperative - Heat Pump Rebate/Loan Program,07/03/2023,03/29/2007,42,Oregon,OR,False,88,Rebate Program,1,Financial Incentive,3,Utility
2469,False,OR93F,Lane Electric Cooperative - Commercial/Residential Weatherization & Energy Efficiency Grant Program,07/03/2023,03/29/2007,42,Oregon,OR,False,87,Grant Program,1,Financial Incentive,3,Utility
3486,False,OR131F,Lane Electric Cooperative - Manufactured Homes Rebate Program,07/03/2023,07/08/2009,42,Oregon,OR,False,88,Rebate Program,1,Financial Incentive,3,Utility
2470,False,OR94F,Lane Electric Cooperative - Residential Weatherization Programs,07/03/2023,03/29/2007,42,Oregon,OR,False,89,Loan Program,1,Financial Incentive,3,Utility
832,False,MT11F,NorthWestern Energy - USB Renewable Energy Fund,07/03/2023,08/05/2002,30,Montana,MT,False,88,Rebate Program,1,Financial Incentive,3,Utility
5886,True,VA69F,Fairfax County- Conservation Assistance Programs (CAP),07/03/2023,08/23/2016,54,Virginia,VA,False,88,Rebate Program,1,Financial Incentive,2,Local
22413,True,NY100F,Rochester Gas and Electric - Electric Vehicle Charger Make-Ready Program,07/03/2023,09/05/2021,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
22412,True,NY100F,PSEG Long Island - Direct Current Fast Charging Incentive,07/03/2023,09/04/2021,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
22388,True,NY100F,Consolidated Edison - SmartCharge New York,07/03/2023,08/21/2021,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,3,Utility
22385,True,MO100F,Ameren Missouri - Charge Ahead Electric Vehicles Program,07/03/2023,08/20/2021,29,Missouri,MO,False,88,Rebate Program,1,Financial Incentive,3,Utility
22346,True,VT75F,Vermont Electric Coop - Electric Forklift Bill Credit,07/03/2023,08/18/2021,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,3,Utility
22345,True,VT74F,Vermont Electric Coop - Electric Vehicle Purchase Bill Credit,07/03/2023,08/16/2021,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,3,Utility
22347,True,VT76F,Vermont Electric Coop - Electric Lawnmower Bill Credit,07/03/2023,08/18/2021,52,Vermont,VT,False,88,Rebate Program,1,Financial Incentive,3,Utility
22300,True,CO71F,Holy Cross Energy - EV Charger Incentives,07/03/2023,07/16/2021,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,3,Utility
22295,True,CA100F,SDG&E - Power Your Drive Program,07/03/2023,07/15/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22241,True,TX100F,Light-Duty Motor Vehicle Purchase or Lease Incentive Program,07/03/2023,06/19/2021,50,Texas,TX,False,88,Rebate Program,1,Financial Incentive,1,State
22263,True,AK25F,Alaska Power and Telephone - AMP-UP Program,07/03/2023,07/01/2021,2,Alaska,AK,False,88,Rebate Program,1,Financial Incentive,3,Utility
22484,True,PA100F,Cooking in Healthy Electrified Commercial Kitchens (CHECK) Program,06/29/2023,01/10/2023,44,Pennsylvania,PA,False,88,Rebate Program,1,Financial Incentive,1,State
2380,True,WV03R,Net Metering,06/26/2023,02/09/2007,56,West Virginia,WV,False,37,Net Metering,2,Regulatory Policy,1,State
22528,True,NJ73F,JCP&L - EV Driven Program,06/23/2023,06/23/2023,35,New Jersey,NJ,False,88,Rebate Program,1,Financial Incentive,3,Utility
1990,False,AL27F,South Alabama Electric Cooperative - Residential Energy Efficiency Loan Program,06/23/2023,08/18/2006,1,Alabama,AL,False,89,Loan Program,1,Financial Incentive,3,Utility
2445,False,SD11F,Southeastern Electric Cooperative - Electric Equipment Loan Program,06/23/2023,03/15/2007,48,South Dakota,SD,False,89,Loan Program,1,Financial Incentive,3,Utility
22183,True,MD100F,Clean Fuels Incentive Program (CFIP),06/23/2023,06/05/2021,24,Maryland,MD,False,87,Grant Program,1,Financial Incentive,1,State
22311,True,IN100F,Indiana Michigan Power - Residential Electric Vehicle Charging Rebate,06/23/2023,07/17/2021,18,Indiana,IN,False,88,Rebate Program,1,Financial Incentive,3,Utility
4630,False,CO199F,Boulder County - EnergySmart Residential Energy Efficiency Rebate Program,06/23/2023,02/14/2011,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,2,Local
5308,True,VI06F,U.S. Virgin Islands - Energy Efficiency and Renewable Energy Rebate Program,06/23/2023,09/26/2012,53,Virgin Islands,VI,True,88,Rebate Program,1,Financial Incentive,1,State
3332,False,NE13F,Lincoln Electric System - Sustainable Energy Program,06/23/2023,04/06/2009,32,Nebraska,NE,False,88,Rebate Program,1,Financial Incentive,3,Utility
3232,False,WA141F,Columbia Rural Electric Association - Agriculture Energy Efficiency Rebate Program,06/23/2023,01/26/2009,55,Washington,WA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2682,False,IN35F,Jay County REMC - Water Heater Rebate Program,06/23/2023,08/20/2007,18,Indiana,IN,False,88,Rebate Program,1,Financial Incentive,3,Utility
4619,False,NM44F,New Mexico Gas Company - Residential Efficiency Programs,06/23/2023,02/09/2011,36,New Mexico,NM,False,88,Rebate Program,1,Financial Incentive,3,Utility
4623,False,NM45F,New Mexico Gas Company - Commercial Efficiency Programs,06/23/2023,02/09/2011,36,New Mexico,NM,False,88,Rebate Program,1,Financial Incentive,3,Utility
2195,False,WA76F,Grays Harbor PUD - Non-Residential Energy Efficiency Rebate Program,06/23/2023,09/18/2006,55,Washington,WA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2458,False,AZ27F,APS - Energy Efficiency Solutions for Business,06/23/2023,03/20/2007,4,Arizona,AZ,False,88,Rebate Program,1,Financial Incentive,3,Utility
2673,False,IN29F,NineStar Connect - Residential Energy Efficient Equipment Rebate Program,06/23/2023,08/13/2007,18,Indiana,IN,False,88,Rebate Program,1,Financial Incentive,3,Utility
1968,False,AL21F,Dixie Electric Cooperative - Residential Energy Efficiency Loan Program,06/23/2023,08/17/2006,1,Alabama,AL,False,89,Loan Program,1,Financial Incentive,3,Utility
2693,False,IN42F,Tipmont REMC - Energy Efficiency Equipment Rebate Program,06/23/2023,08/21/2007,18,Indiana,IN,False,88,Rebate Program,1,Financial Incentive,3,Utility
2607,False,CO144F,La Plata Electric Association - Renewable Generation Rebate Program,06/23/2023,06/14/2007,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,3,Utility
4331,False,MN144F,Rochester Public Utilities - Solar Rebate Program,06/23/2023,09/08/2010,27,Minnesota,MN,False,88,Rebate Program,1,Financial Incentive,3,Utility
4334,False,MN146F,Owatanna Public Utilities - Solar Rebate Program,06/23/2023,09/10/2010,27,Minnesota,MN,False,88,Rebate Program,1,Financial Incentive,3,Utility
4561,False,MA112F,Taunton Municipal Lighting Plant - Residential Energy Star Appliance Rebate Program,06/23/2023,08/08/2010,25,Massachusetts,MA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2045,False,CO37F,Holy Cross Energy - Residential Energy Efficiency Rebate Program,06/23/2023,08/25/2006,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,3,Utility
3335,False,FL81F,New Smyrna Beach - Energy Efficiency Rebate Program,06/21/2023,04/08/2009,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
2990,False,NM22F,PNM - Residential Energy Efficiency Rebate Program,06/21/2023,07/03/2008,36,New Mexico,NM,False,88,Rebate Program,1,Financial Incentive,3,Utility
5398,False,FL139F,City of Winter Park Energy Conservation Rebates & Incentive Program,06/21/2023,03/19/2013,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,2,Local
5562,False,CO232F,Summit County - Energy Smart Colorado Energy Efficiency Rebate Program,06/21/2023,10/09/2014,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,2,Local
3727,False,TX87F,City of Sunset Valley - PV Rebate Program,06/21/2023,10/09/2009,50,Texas,TX,False,88,Rebate Program,1,Financial Incentive,2,Local
1300,False,CO14F,Fort Collins Utilities - Residential Energy Efficiency Rebate Program,06/20/2023,03/13/2006,7,Colorado,CO,False,88,Rebate Program,1,Financial Incentive,3,Utility
4615,False,IN69F,Indiana Michigan Power - Energy Savings Rebate Program,06/20/2023,02/08/2011,18,Indiana,IN,False,88,Rebate Program,1,Financial Incentive,3,Utility
1920,False,CA124F,Silicon Valley Power - Residential Energy Efficiency Rebate Program,06/20/2023,08/02/2006,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
1970,False,AL22F,Dixie Electric Cooperative - Residential Energy Efficiency Rebate Program,06/20/2023,08/17/2006,1,Alabama,AL,False,88,Rebate Program,1,Financial Incentive,3,Utility
2512,False,WA122F,Richland Energy Services - Residential Energy Conservation & Solar Loan Program,06/20/2023,05/02/2007,55,Washington,WA,False,89,Loan Program,1,Financial Incentive,3,Utility
2837,False,WA129F,Richland Energy Services - Residential Energy Efficiency Rebate Program,06/20/2023,01/04/2008,55,Washington,WA,False,88,Rebate Program,1,Financial Incentive,3,Utility
2478,False,WA118F,Grays Harbor PUD - Residential Energy Efficiency Rebate Program,06/20/2023,04/09/2007,55,Washington,WA,False,88,Rebate Program,1,Financial Incentive,3,Utility
1549,False,KY06F,Duke Energy -  Residential Efficiency Rebate Program,06/20/2023,05/31/2006,21,Kentucky,KY,False,88,Rebate Program,1,Financial Incentive,3,Utility
2664,False,IN20F,RushShelby Energy - Residential Energy Efficiency Rebate Program,06/20/2023,08/13/2007,18,Indiana,IN,False,88,Rebate Program,1,Financial Incentive,3,Utility
22040,True,NM48F,El Paso Electric Company - Low-Income Residential Program,06/20/2023,07/19/2017,36,New Mexico,NM,False,88,Rebate Program,1,Financial Incentive,3,Utility
1543,False,TX22F,Texas-New Mexico Power Company - Residential and Hard-to-Reach Standard Offer Programs,06/20/2023,05/29/2006,50,Texas,TX,False,88,Rebate Program,1,Financial Incentive,3,Utility
4816,False,ND16F,Xcel Energy - Residential Energy Efficiency Rebate Programs,06/20/2023,06/12/2006,39,North Dakota,ND,False,88,Rebate Program,1,Financial Incentive,3,Utility
1958,False,AL15F,Central Alabama Electric Cooperative - Residential Energy Efficiency Rebate Program,06/19/2023,08/17/2006,1,Alabama,AL,False,88,Rebate Program,1,Financial Incentive,3,Utility
3916,False,MT46F,Montana-Dakota Utilities - Commercial Energy Efficiency Incentive Program,06/19/2023,01/19/2010,30,Montana,MT,False,88,Rebate Program,1,Financial Incentive,3,Utility
3918,False,SD49F,Montana-Dakota Utilities (Gas) - Residential Energy Efficiency Rebate Program,06/19/2023,01/19/2010,48,South Dakota,SD,False,88,Rebate Program,1,Financial Incentive,3,Utility
3909,False,MT45F,Montana-Dakota Utilities - Residential Energy Efficiency Rebate Program,06/19/2023,01/19/2010,30,Montana,MT,False,88,Rebate Program,1,Financial Incentive,3,Utility
5138,False,SD59F,Southeastern Electric - Residential Energy Efficiency Rebate Program,06/19/2023,03/15/2007,48,South Dakota,SD,False,88,Rebate Program,1,Financial Incentive,3,Utility
22110,True,PA92F,City of Philadelphia - Solar Rebate Program,06/19/2023,08/14/2019,44,Pennsylvania,PA,False,88,Rebate Program,1,Financial Incentive,2,Local
1492,False,SD07F,Black Hills Energy - Residential Customer Rebate Program,06/19/2023,05/17/2006,48,South Dakota,SD,False,88,Rebate Program,1,Financial Incentive,3,Utility
3154,False,SD14F,Black Hills Energy - Commercial Energy Efficiency Programs,06/19/2023,11/21/2008,48,South Dakota,SD,False,88,Rebate Program,1,Financial Incentive,3,Utility
3897,True,MO96F,Spire - Residential Rebates,06/19/2023,01/12/2010,29,Missouri,MO,False,88,Rebate Program,1,Financial Incentive,3,Utility
3029,False,FL69F,City of Tallahassee Utilities - Residential Energy Efficiency Rebate Program,06/19/2023,07/28/2008,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
3619,False,FL87F,Fort Pierce Utilities Authority - Residential Energy Efficiency Rebate Program,06/19/2023,08/18/2009,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
3060,False,FL70F,"Clay Electric Cooperative, Inc - Solar Thermal Loans",06/19/2023,09/07/2008,12,Florida,FL,False,89,Loan Program,1,Financial Incentive,3,Utility
2847,False,FL57F,City of Tallahassee Utilities - Solar Water Heating Rebate,06/19/2023,01/22/2008,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
5166,False,FL134F,Fort Pierce Utilities Authority - Solar Water Heating Rebate,06/19/2023,04/27/2012,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
3617,False,FL85F,Lakeland Electric - Commercial Conservation Rebate Program,06/19/2023,08/18/2009,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
404,False,FL07F,JEA - Solar Incentive Program,06/19/2023,05/01/2002,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
22121,True,VA71F,TVA Energy Right - Commercial Building Revitalization Program,06/19/2023,06/01/2020,54,Virginia,VA,False,88,Rebate Program,1,Financial Incentive,3,Utility
4243,False,MO105F,City of Columbia Water & Light - Commercial Energy Efficiency Loans,06/19/2023,07/07/2010,29,Missouri,MO,False,89,Loan Program,1,Financial Incentive,3,Utility
5874,True,MO100F,Spire Energy - Commercial and Industrial Energy Efficiency Rebate Program,06/19/2023,05/03/2016,29,Missouri,MO,False,88,Rebate Program,1,Financial Incentive,3,Utility
3101,True,MO85F,Spire Energy  - Residential High Efficiency Heating Rebate Program,06/19/2023,10/28/2008,29,Missouri,MO,False,88,Rebate Program,1,Financial Incentive,3,Utility
5241,False,FL137F,Florida Keys Electric Cooperative - Residential Rebate Program,06/19/2023,08/01/2012,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
4438,False,FL105F,Beaches Energy Services - Solar Water Heating Rebate Program,06/19/2023,08/18/2009,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
22062,True,FL100F,Beaches Energy Services - Commercial Energy Efficiency Rebate Program,06/19/2023,08/14/2018,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
4237,False,FL99F,Ocala Utility Services - Energy Efficiency Rebate Program,06/19/2023,06/30/2010,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
4290,False,FL100F,Ocala Utility Services - Solar Hot Water Heating Rebate Program,06/19/2023,08/13/2010,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
2735,False,FL54F,"Clay Electric Cooperative, Inc - Energy Smart Solar Water Heater Rebate Program",06/19/2023,10/04/2007,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
4842,False,OK35F,CenterPoint Energy (Gas) - Residential Efficiency Rebates,06/19/2023,05/24/2011,41,Oklahoma,OK,False,88,Rebate Program,1,Financial Incentive,3,Utility
3876,False,PA55F,Duquesne Light Company - Residential Energy Efficiency Program,06/19/2023,01/05/2010,44,Pennsylvania,PA,False,88,Rebate Program,1,Financial Incentive,3,Utility
3066,False,OK17F,Red River Valley REA - Heat Pump Loan Program,06/19/2023,09/10/2008,41,Oklahoma,OK,False,89,Loan Program,1,Financial Incentive,3,Utility
1469,False,AL07F,Alabama Power - Residential Heat Pump Loan Program,06/19/2023,05/08/2006,1,Alabama,AL,False,89,Loan Program,1,Financial Incentive,3,Utility
4608,False,FL109F,JEA - Commercial Energy Efficiency Rebate Program,06/19/2023,08/18/2009,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
3316,False,UT29F,Dominion Energy - Residential Solar Assisted Water Heating Rebate Program,06/19/2023,03/25/2009,51,Utah,UT,False,88,Rebate Program,1,Financial Incentive,3,Utility
1878,False,UT08R,Building Energy Code,06/18/2023,07/28/2006,51,Utah,UT,False,65,Building Energy Code,2,Regulatory Policy,1,State
1877,False,AZ19R,Building Energy Code,06/18/2023,07/28/2006,4,Arizona,AZ,False,65,Building Energy Code,2,Regulatory Policy,1,State
1856,False,CA51R,Building Energy Code and Solar Requirement,06/18/2023,07/26/2006,6,California,CA,False,65,Building Energy Code,2,Regulatory Policy,1,State
1900,False,TX12R,Building Energy Code,06/18/2023,07/31/2006,50,Texas,TX,False,65,Building Energy Code,2,Regulatory Policy,1,State
1705,False,TN03R,Building Energy Code,06/18/2023,06/30/2006,49,Tennessee,TN,False,65,Building Energy Code,2,Regulatory Policy,1,State
1861,False,RI11R,Building Energy Code,06/18/2023,07/27/2006,46,Rhode Island,RI,False,65,Building Energy Code,2,Regulatory Policy,1,State
1854,False,PA08R,Building Energy Code,06/18/2023,07/26/2006,44,Pennsylvania,PA,False,65,Building Energy Code,2,Regulatory Policy,1,State
2612,False,CT14R,Building Energy Code,06/18/2023,06/20/2007,8,Connecticut,CT,False,65,Building Energy Code,2,Regulatory Policy,1,State
1827,False,DE08R,Building Energy Code,06/18/2023,07/21/2006,9,Delaware,DE,False,65,Building Energy Code,2,Regulatory Policy,1,State
1707,False,FL14R,Building Energy Code,06/18/2023,06/30/2006,12,Florida,FL,False,65,Building Energy Code,2,Regulatory Policy,1,State
1911,False,OK03R,Building Energy Code,06/18/2023,08/01/2006,41,Oklahoma,OK,False,65,Building Energy Code,2,Regulatory Policy,1,State
1858,False,OH10R,Building Energy Code,06/18/2023,07/27/2006,40,Ohio,OH,False,65,Building Energy Code,2,Regulatory Policy,1,State
1813,True,GA05R,Building Energy Code,06/18/2023,07/19/2006,13,Georgia,GA,False,65,Building Energy Code,2,Regulatory Policy,1,State
1909,False,HI11R,Building Energy Code,06/18/2023,08/01/2006,15,Hawaii,HI,False,65,Building Energy Code,2,Regulatory Policy,1,State
1890,False,IA10R,Building Energy Code,06/18/2023,07/28/2006,19,Iowa,IA,False,65,Building Energy Code,2,Regulatory Policy,1,State
1898,False,ID07R,Building Energy Code,06/18/2023,07/31/2006,16,Idaho,ID,False,65,Building Energy Code,2,Regulatory Policy,1,State
1876,False,IL09R,Building Energy Code,06/18/2023,07/27/2006,17,Illinois,IL,False,65,Building Energy Code,2,Regulatory Policy,1,State
1859,False,IN06R,Building Energy Code,06/18/2023,07/27/2006,18,Indiana,IN,False,65,Building Energy Code,2,Regulatory Policy,1,State
1702,False,KS05R,Building Energy Code,06/18/2023,06/30/2006,20,Kansas,KS,False,65,Building Energy Code,2,Regulatory Policy,1,State
1815,False,NC06R,Building Energy Code,06/18/2023,07/19/2006,38,North Carolina,NC,False,65,Building Energy Code,2,Regulatory Policy,1,State
1820,False,LA04R,Building Energy Code,06/18/2023,07/21/2006,22,Louisiana,LA,False,65,Building Energy Code,2,Regulatory Policy,1,State
1857,False,KY09R,Building Energy Code,06/18/2023,07/27/2006,21,Kentucky,KY,False,65,Building Energy Code,2,Regulatory Policy,1,State
1869,False,NY10R,Building Energy Code,06/18/2023,07/27/2006,37,New York,NY,False,65,Building Energy Code,2,Regulatory Policy,1,State
1899,False,NM10R,Building Energy Code,06/18/2023,07/31/2006,36,New Mexico,NM,False,65,Building Energy Code,2,Regulatory Policy,1,State
1816,False,VA09R,Building Energy Code,06/18/2023,07/20/2006,54,Virginia,VA,False,65,Building Energy Code,2,Regulatory Policy,1,State
1825,False,MD11R,Building Energy Code,06/18/2023,07/21/2006,24,Maryland,MD,False,65,Building Energy Code,2,Regulatory Policy,1,State
1875,False,MI06R,Building Energy Code,06/18/2023,07/27/2006,26,Michigan,MI,False,65,Building Energy Code,2,Regulatory Policy,1,State
1891,False,MN13R,Building Energy Code,06/18/2023,07/28/2006,27,Minnesota,MN,False,65,Building Energy Code,2,Regulatory Policy,1,State
1883,False,WI13R,Building Energy Code,06/18/2023,07/28/2006,57,Wisconsin,WI,False,65,Building Energy Code,2,Regulatory Policy,1,State
1814,False,SC04R,Building Energy Code,06/18/2023,07/19/2006,47,South Carolina,SC,False,65,Building Energy Code,2,Regulatory Policy,1,State
1862,False,OR20R,Building Energy Code,06/18/2023,07/27/2006,42,Oregon,OR,False,65,Building Energy Code,2,Regulatory Policy,1,State
1884,True,AR08R,Building Energy Code,06/18/2023,07/28/2006,5,Arkansas,AR,False,65,Building Energy Code,2,Regulatory Policy,1,State
1907,False,AK02R,Building Energy Code,06/18/2023,08/01/2006,2,Alaska,AK,False,65,Building Energy Code,2,Regulatory Policy,1,State
2465,False,IL12R,City of Chicago - Building Energy Code,06/18/2023,03/26/2007,17,Illinois,IL,False,65,Building Energy Code,2,Regulatory Policy,2,Local
5793,True,MS34F,Entergy Mississippi- Residential Energy Efficiency Program,06/16/2023,06/29/2015,28,Mississippi,MS,False,88,Rebate Program,1,Financial Incentive,3,Utility
2031,False,ID26F,Idaho Falls Power - Residential Energy Efficiency Loan Program,06/16/2023,08/24/2006,16,Idaho,ID,False,89,Loan Program,1,Financial Incentive,3,Utility
4048,False,ID50F,Idaho Falls Power - Residential Energy Efficiency Rebate Program,06/16/2023,03/24/2010,16,Idaho,ID,False,88,Rebate Program,1,Financial Incentive,3,Utility
2030,False,ID25F,Idaho Falls Power - Commercial Energy Conservation Loan Program,06/16/2023,08/24/2006,16,Idaho,ID,False,89,Loan Program,1,Financial Incentive,3,Utility
3458,False,ID46F,Idaho Falls Power - Commercial Energy Conservation Rebate Program,06/16/2023,06/18/2009,16,Idaho,ID,False,88,Rebate Program,1,Financial Incentive,3,Utility
1446,False,FL28F,Florida Power and Light - Business Energy Efficiency Rebates,06/16/2023,05/01/2006,12,Florida,FL,False,88,Rebate Program,1,Financial Incentive,3,Utility
3625,False,NE16F,Southern Power District - Residential Energy Efficiency Rebate Programs,06/16/2023,08/20/2009,32,Nebraska,NE,False,88,Rebate Program,1,Financial Incentive,3,Utility
22060,True,NE26F,Southern Power District - Commercial Energy Efficiency Rebate Programs,06/16/2023,08/02/2018,32,Nebraska,NE,False,88,Rebate Program,1,Financial Incentive,3,Utility
363,True,MD03R,Net Metering,06/15/2023,01/01/2000,24,Maryland,MD,False,37,Net Metering,2,Regulatory Policy,1,State
22526,True,CA100F,Redding Electric - Electric Vehicle Rebate Program,06/15/2023,06/15/2023,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22525,True,CA100F,Modesto Irrigation District - Electric Vehicle  Charger Rebate Program,06/15/2023,06/15/2023,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22281,True,CA100F,LADWP - Charge up LA Electric Vehicle Charger Rebate Program,06/15/2023,07/03/2021,6,California,CA,False,88,Rebate Program,1,Financial Incentive,3,Utility
22210,True,NY100F,Electric Vehicle Supply Equipment Rebate Program,06/13/2023,06/11/2021,37,New York,NY,False,88,Rebate Program,1,Financial Incentive,1,State
22170,True,IL100F,Driving a Cleaner Illinois Program,06/13/2023,05/28/2021,17,Illinois,IL,False,87,Grant Program,1,Financial Incentive,1,State
22174,True,IL100F,Electric Vehicle Fleet Fee Exemption,06/13/2023,06/03/2021,17,Illinois,IL,False,68,Other Incentive,1,Financial Incentive,1,State
